id,datetime,weekday,hour,grid_w,grid_h,evento,obras,manifestacoes,holiday,holiday_eve,humidity,cloud,tempC,windHph,pressureIn,precipIn,condition,cOutros,cObstrução,cTráfego_Pesado,cTráfego_Livre,cIncidentes,cSemáforo,cClima
1834,2018-05-11 16:54:33,4,16,21,35,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,1,1,0,1,0,0
1835,2018-05-11 16:38:09,4,16,19,19,1,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,1,0,0,0,0,0,0
1836,2018-05-11 16:08:07,4,16,21,36,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1836,2018-05-11 16:08:07,4,16,21,35,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1837,2018-05-11 16:05:12,4,16,18,18,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,0,1,1,0,0
1838,2018-05-11 15:38:36,4,15,21,36,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,1
1838,2018-05-11 15:38:36,4,15,19,19,1,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,1
1838,2018-05-11 15:38:36,4,15,23,34,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,1
1838,2018-05-11 15:38:36,4,15,21,35,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,1
1839,2018-05-11 15:30:04,4,15,8,24,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,1,0,0,0,0,0,0
1839,2018-05-11 15:30:04,4,15,7,24,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,1,0,0,0,0,0,0
1839,2018-05-11 15:30:04,4,15,7,23,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,1,0,0,0,0,0,0
1839,2018-05-11 15:30:04,4,15,8,23,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,1,0,0,0,0,0,0
1840,2018-05-11 15:18:12,4,15,24,26,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,0,1,0,0,0
1840,2018-05-11 15:18:12,4,15,23,25,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,0,1,0,0,0
1840,2018-05-11 15:18:12,4,15,24,25,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,0,1,0,0,0
1840,2018-05-11 15:18:12,4,15,23,26,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,0,1,0,0,0
1840,2018-05-11 15:18:12,4,15,21,19,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,0,1,0,0,0
1841,2018-05-11 15:02:05,4,15,24,26,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,1,1,0,0,0,0
1841,2018-05-11 15:02:05,4,15,23,25,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,1,1,0,0,0,0
1841,2018-05-11 15:02:05,4,15,24,25,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,1,1,0,0,0,0
1841,2018-05-11 15:02:05,4,15,23,26,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,1,1,0,0,0,0
1841,2018-05-11 15:02:05,4,15,21,19,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,1,1,0,0,0,0
1842,2018-05-11 14:30:06,4,14,19,19,1,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,1
1842,2018-05-11 14:30:06,4,14,18,18,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,1
1843,2018-05-11 14:10:04,4,14,20,22,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1843,2018-05-11 14:10:04,4,14,20,21,1,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1843,2018-05-11 14:10:04,4,14,24,26,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1843,2018-05-11 14:10:04,4,14,24,25,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1843,2018-05-11 14:10:04,4,14,23,26,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1843,2018-05-11 14:10:04,4,14,23,25,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1844,2018-05-11 13:52:11,4,13,25,15,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1845,2018-05-11 13:45:44,4,13,25,32,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,0,1,0,0,0
1845,2018-05-11 13:45:44,4,13,10,43,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,0,1,0,0,0
1845,2018-05-11 13:45:44,4,13,25,33,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,0,1,0,0,0
1846,2018-05-11 13:34:13,4,13,21,36,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,1,0,0,0
1846,2018-05-11 13:34:13,4,13,23,34,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,1,0,0,0
1846,2018-05-11 13:34:13,4,13,21,35,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,1,0,0,0
1847,2018-05-11 13:25:26,4,13,19,19,1,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,1
1848,2018-05-11 13:21:42,4,13,38,19,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1848,2018-05-11 13:21:42,4,13,38,18,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1848,2018-05-11 13:21:42,4,13,36,18,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1848,2018-05-11 13:21:42,4,13,36,17,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1848,2018-05-11 13:21:42,4,13,37,18,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1848,2018-05-11 13:21:42,4,13,39,18,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1848,2018-05-11 13:21:42,4,13,43,23,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1848,2018-05-11 13:21:42,4,13,43,24,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1848,2018-05-11 13:21:42,4,13,43,25,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1849,2018-05-11 13:06:33,4,13,25,32,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,1,1,0,1,0,0
1849,2018-05-11 13:06:33,4,13,10,43,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,1,1,0,1,0,0
1849,2018-05-11 13:06:33,4,13,25,33,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,1,1,0,1,0,0
1850,2018-05-11 13:04:05,4,13,24,17,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1850,2018-05-11 13:04:05,4,13,23,18,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1850,2018-05-11 13:04:05,4,13,25,15,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1851,2018-05-11 12:38:41,4,12,22,23,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1851,2018-05-11 12:38:41,4,12,19,19,1,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1851,2018-05-11 12:38:41,4,12,15,34,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1851,2018-05-11 12:38:41,4,12,22,22,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1851,2018-05-11 12:38:41,4,12,15,35,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1851,2018-05-11 12:38:41,4,12,16,23,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1851,2018-05-11 12:38:41,4,12,21,35,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1851,2018-05-11 12:38:41,4,12,12,37,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1851,2018-05-11 12:38:41,4,12,21,36,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1851,2018-05-11 12:38:41,4,12,14,35,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1851,2018-05-11 12:38:41,4,12,18,18,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1851,2018-05-11 12:38:41,4,12,16,25,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1851,2018-05-11 12:38:41,4,12,16,24,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1851,2018-05-11 12:38:41,4,12,14,34,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1851,2018-05-11 12:38:41,4,12,22,21,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1852,2018-05-11 12:16:35,4,12,12,37,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1852,2018-05-11 12:16:35,4,12,15,29,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1854,2018-05-11 11:58:35,4,11,17,18,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1854,2018-05-11 11:58:35,4,11,18,18,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1856,2018-05-11 11:34:30,4,11,20,39,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1856,2018-05-11 11:34:30,4,11,21,39,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1857,2018-05-11 11:31:52,4,11,21,36,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,0,1,1,0,0
1857,2018-05-11 11:31:52,4,11,23,34,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,0,1,1,0,0
1857,2018-05-11 11:31:52,4,11,21,35,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,0,1,1,0,0
1858,2018-05-11 11:19:38,4,11,19,19,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,0,0,0,0,1
1859,2018-05-11 11:06:16,4,11,25,34,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1859,2018-05-11 11:06:16,4,11,25,33,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1859,2018-05-11 11:06:16,4,11,18,31,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1862,2018-05-11 10:26:31,4,10,12,37,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1862,2018-05-11 10:26:31,4,10,18,34,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1864,2018-05-11 09:41:26,4,9,15,34,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1864,2018-05-11 09:41:26,4,9,15,35,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1864,2018-05-11 09:41:26,4,9,12,37,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1864,2018-05-11 09:41:26,4,9,14,35,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1864,2018-05-11 09:41:26,4,9,14,34,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1865,2018-05-11 09:08:44,4,9,17,18,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1865,2018-05-11 09:08:44,4,9,17,19,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1865,2018-05-11 09:08:44,4,9,19,19,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1865,2018-05-11 09:08:44,4,9,20,20,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1865,2018-05-11 09:08:44,4,9,18,17,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1865,2018-05-11 09:08:44,4,9,18,16,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1865,2018-05-11 09:08:44,4,9,18,18,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1865,2018-05-11 09:08:44,4,9,19,20,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1865,2018-05-11 09:08:44,4,9,13,21,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1866,2018-05-11 09:00:00,4,9,19,19,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1866,2018-05-11 09:00:00,4,9,18,15,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1866,2018-05-11 09:00:00,4,9,18,17,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1866,2018-05-11 09:00:00,4,9,18,16,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1866,2018-05-11 09:00:00,4,9,18,19,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1866,2018-05-11 09:00:00,4,9,18,21,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1866,2018-05-11 09:00:00,4,9,21,19,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1867,2018-05-11 08:43:20,4,8,21,19,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1868,2018-05-11 08:14:34,4,8,18,15,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1868,2018-05-11 08:14:34,4,8,18,16,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1868,2018-05-11 08:14:34,4,8,19,19,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1868,2018-05-11 08:14:34,4,8,18,17,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1870,2018-05-11 07:51:55,4,7,18,18,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1871,2018-05-11 07:36:08,4,7,12,37,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1872,2018-05-11 07:20:16,4,7,22,23,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1872,2018-05-11 07:20:16,4,7,22,21,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1872,2018-05-11 07:20:16,4,7,22,22,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,1,0,0
1873,2018-05-11 06:57:31,4,6,19,19,0,0,0,0,0,63,13,21.90,9.70,30.40,0.00,1000,0,0,1,0,0,0,0
1875,2018-05-10 22:40:23,3,22,19,18,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1875,2018-05-10 22:40:23,3,22,19,17,1,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1875,2018-05-10 22:40:23,3,22,21,18,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1875,2018-05-10 22:40:23,3,22,20,19,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1875,2018-05-10 22:40:23,3,22,21,16,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1875,2018-05-10 22:40:23,3,22,21,17,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1875,2018-05-10 22:40:23,3,22,20,18,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1875,2018-05-10 22:40:23,3,22,20,17,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1875,2018-05-10 22:40:23,3,22,21,19,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1875,2018-05-10 22:40:23,3,22,20,16,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1879,2018-05-10 18:55:58,3,18,8,24,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1879,2018-05-10 18:55:58,3,18,7,24,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1879,2018-05-10 18:55:58,3,18,7,23,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1879,2018-05-10 18:55:58,3,18,8,23,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1880,2018-05-10 18:44:08,3,18,19,19,1,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1880,2018-05-10 18:44:08,3,18,15,20,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1880,2018-05-10 18:44:08,3,18,15,19,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1880,2018-05-10 18:44:08,3,18,16,19,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1880,2018-05-10 18:44:08,3,18,14,20,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1881,2018-05-10 18:21:48,3,18,21,36,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,1,0,0
1881,2018-05-10 18:21:48,3,18,21,35,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,1,0,0
1882,2018-05-10 18:00:10,3,18,20,20,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1882,2018-05-10 18:00:10,3,18,19,19,1,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1882,2018-05-10 18:00:10,3,18,18,18,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1883,2018-05-10 17:30:39,3,17,21,36,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1883,2018-05-10 17:30:39,3,17,19,19,1,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1883,2018-05-10 17:30:39,3,17,23,34,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1883,2018-05-10 17:30:39,3,17,21,35,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1884,2018-05-10 17:27:09,3,17,12,37,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1884,2018-05-10 17:27:09,3,17,17,33,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1885,2018-05-10 17:14:17,3,17,19,19,1,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1885,2018-05-10 17:14:17,3,17,13,21,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1885,2018-05-10 17:14:17,3,17,18,18,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1886,2018-05-10 16:44:43,3,16,20,22,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,1,0,0,0
1886,2018-05-10 16:44:43,3,16,20,21,1,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,1,0,0,0
1886,2018-05-10 16:44:43,3,16,24,26,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,1,0,0,0
1886,2018-05-10 16:44:43,3,16,24,25,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,1,0,0,0
1886,2018-05-10 16:44:43,3,16,23,26,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,1,0,0,0
1886,2018-05-10 16:44:43,3,16,23,25,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,1,0,0,0
1888,2018-05-10 16:21:57,3,16,21,36,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,1,0,0
1888,2018-05-10 16:21:57,3,16,21,35,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,1,0,0
1889,2018-05-10 15:45:58,3,15,19,19,1,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,1,0,0,0,0,0,0
1890,2018-05-10 15:17:17,3,15,29,25,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,1,0,0
1890,2018-05-10 15:17:17,3,15,29,24,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,1,0,0
1891,2018-05-10 14:50:10,3,14,18,18,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,0,1,0,0,0
1892,2018-05-10 14:30:04,3,14,18,18,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,0,1,0
1893,2018-05-10 14:12:40,3,14,21,36,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,1,0,0
1893,2018-05-10 14:12:40,3,14,20,22,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,1,0,0
1893,2018-05-10 14:12:40,3,14,21,35,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,1,0,0
1894,2018-05-10 14:04:03,3,14,18,18,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,0,0,0
1896,2018-05-10 13:48:05,3,13,20,22,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,0,0,0
1896,2018-05-10 13:48:05,3,13,20,21,1,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,0,0,0
1896,2018-05-10 13:48:05,3,13,24,26,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,0,0,0
1896,2018-05-10 13:48:05,3,13,24,25,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,0,0,0
1896,2018-05-10 13:48:05,3,13,23,26,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,0,0,0
1896,2018-05-10 13:48:05,3,13,23,25,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,0,0,0
1897,2018-05-10 13:33:42,3,13,34,16,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,0,0,0,0,0
1897,2018-05-10 13:33:42,3,13,34,17,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,0,0,0,0,0
1898,2018-05-10 13:20:03,3,13,8,24,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,0,1,0,0,0
1898,2018-05-10 13:20:03,3,13,19,19,1,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,0,1,0,0,0
1898,2018-05-10 13:20:03,3,13,8,23,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,0,1,0,0,0
1898,2018-05-10 13:20:03,3,13,7,24,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,0,1,0,0,0
1898,2018-05-10 13:20:03,3,13,7,23,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,0,1,0,0,0
1899,2018-05-10 12:42:09,3,12,18,18,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,1,0,0,0
1900,2018-05-10 12:36:36,3,12,18,21,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,1,0,0,0
1900,2018-05-10 12:36:36,3,12,18,19,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,1,0,0,0
1901,2018-05-10 12:07:38,3,12,25,32,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,1,0,0
1901,2018-05-10 12:07:38,3,12,25,33,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,1,0,1,0,0
1902,2018-05-10 11:51:04,3,11,29,14,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,0,0,1,0,0
1902,2018-05-10 11:51:04,3,11,19,19,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,0,0,1,0,0
1902,2018-05-10 11:51:04,3,11,29,13,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,0,0,0,1,0,0
1904,2018-05-10 10:52:49,3,10,20,22,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,0,0,0
1904,2018-05-10 10:52:49,3,10,20,21,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,0,0,0
1904,2018-05-10 10:52:49,3,10,24,26,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,0,0,0
1904,2018-05-10 10:52:49,3,10,24,25,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,0,0,0
1904,2018-05-10 10:52:49,3,10,23,26,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,0,0,0
1904,2018-05-10 10:52:49,3,10,23,25,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,0,0,0
1905,2018-05-10 10:51:16,3,10,20,21,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,1,0,0
1905,2018-05-10 10:51:16,3,10,18,21,0,0,0,0,0,72,23,21.50,6.80,30.50,0.00,1000,0,1,1,0,1,0,0
